feature	factor	value	view
A2M	Factor1	3.767296304732814e-10	Human transcriptome
A2ML1	Factor1	5.989899324205982e-10	Human transcriptome
AAAS	Factor1	-3.4709790665957287e-10	Human transcriptome
AACS	Factor1	2.074392205896403e-10	Human transcriptome
AAED1	Factor1	7.657857723039277e-10	Human transcriptome
AAGAB	Factor1	5.353324272530564e-11	Human transcriptome
AAK1	Factor1	-1.324817287946471e-7	Human transcriptome
AAMP	Factor1	3.4095169963443616e-9	Human transcriptome
AAR2	Factor1	3.055756506814065e-9	Human transcriptome
AARS	Factor1	-6.586186151527269e-11	Human transcriptome
AARS2	Factor1	1.4166961717630245e-10	Human transcriptome
AASDH	Factor1	5.097197894679671e-10	Human transcriptome
AASDHPPT	Factor1	3.230989897060617e-10	Human transcriptome
AASS	Factor1	1.7087348249827783e-9	Human transcriptome
AATF	Factor1	1.0919978243111242e-10	Human transcriptome
ABAT	Factor1	-7.707270593549588e-10	Human transcriptome
ABC13-47488600E17.1	Factor1	-4.397543380486732e-9	Human transcriptome
ABCA1	Factor1	-8.922269441719735e-9	Human transcriptome
ABCA10	Factor1	1.2464354064173835e-9	Human transcriptome
ABCA2	Factor1	7.861641131305619e-10	Human transcriptome
ABCA5	Factor1	-7.84769293359669e-10	Human transcriptome
ABCA7	Factor1	2.5436301604300067e-9	Human transcriptome
ABCB1	Factor1	1.8992578946782637e-9	Human transcriptome
ABCB10	Factor1	-4.124274177967987e-10	Human transcriptome
ABCB7	Factor1	-1.1807335441738468e-10	Human transcriptome
ABCB8	Factor1	7.735723338280063e-11	Human transcriptome
ABCB9	Factor1	4.433240953394285e-10	Human transcriptome
ABCC1	Factor1	2.398556396138785e-9	Human transcriptome
ABCC10	Factor1	-4.638898626340828e-10	Human transcriptome
ABCC3	Factor1	1.3063234807226072e-10	Human transcriptome
ABCC4	Factor1	-4.3890066598562517e-10	Human transcriptome
ABCC5	Factor1	-6.427122451850328e-10	Human transcriptome
ABCD2	Factor1	4.5653345775992035e-9	Human transcriptome
ABCD3	Factor1	-2.7144466639659535e-10	Human transcriptome
ABCD4	Factor1	-5.004547130528442e-10	Human transcriptome
ABCE1	Factor1	2.296669384165409e-9	Human transcriptome
ABCF1	Factor1	2.0117831724275647e-9	Human transcriptome
ABCF2	Factor1	1.6863396000828243e-10	Human transcriptome
ABCF3	Factor1	1.4633988452459742e-9	Human transcriptome
ABCG1	Factor1	-3.2938214505181754e-10	Human transcriptome
ABHD10	Factor1	6.03327094382704e-10	Human transcriptome
ABHD12	Factor1	1.1551231527342124e-9	Human transcriptome
ABHD13	Factor1	3.0304775614874266e-10	Human transcriptome
ABHD14B	Factor1	-8.916658399617342e-10	Human transcriptome
ABHD15	Factor1	1.739321680417141e-9	Human transcriptome
ABHD17A	Factor1	2.6156031653689522e-9	Human transcriptome
ABHD17B	Factor1	-2.851045702718586e-9	Human transcriptome
ABHD17C	Factor1	-3.715190562497757e-11	Human transcriptome
ABHD18	Factor1	-9.475627959438852e-10	Human transcriptome
ABHD2	Factor1	-2.82038215235172e-9	Human transcriptome
ABHD3	Factor1	2.0743904802857147e-10	Human transcriptome
ABHD4	Factor1	-4.33940734190413e-10	Human transcriptome
ABHD5	Factor1	-5.530448856646359e-10	Human transcriptome
ABHD6	Factor1	7.67593920437378e-10	Human transcriptome
ABI1	Factor1	2.8641659223749966e-10	Human transcriptome
ABI2	Factor1	-1.182718563457764e-10	Human transcriptome
