feature	factor	value	view
A2M	Factor1	0.0018266073067633578	Human transcriptome
A2ML1	Factor1	-5.937448462676812e-6	Human transcriptome
A4GALT	Factor1	1.0274909508230001e-4	Human transcriptome
AAAS	Factor1	2.1264359811741418e-5	Human transcriptome
AACS	Factor1	0.07108347804465666	Human transcriptome
AAED1	Factor1	3.0121114842675813e-5	Human transcriptome
AAGAB	Factor1	1.4481396056919722e-5	Human transcriptome
AAK1	Factor1	0.11765037786026417	Human transcriptome
AAMP	Factor1	6.366184655418226e-5	Human transcriptome
AAR2	Factor1	1.0754731039338114e-4	Human transcriptome
AARS	Factor1	0.11334601802548623	Human transcriptome
AARS2	Factor1	2.5644343489323333e-5	Human transcriptome
AASDH	Factor1	1.5976487604099965e-4	Human transcriptome
AASDHPPT	Factor1	4.454838709632698e-5	Human transcriptome
AASS	Factor1	-3.363925281595809e-5	Human transcriptome
AATF	Factor1	1.3696995251325793e-4	Human transcriptome
ABAT	Factor1	2.5734930843960144e-5	Human transcriptome
ABCA1	Factor1	-0.13619161110910685	Human transcriptome
ABCA10	Factor1	-2.695210521231872e-5	Human transcriptome
ABCA2	Factor1	3.1272158243888224e-4	Human transcriptome
ABCA5	Factor1	9.484206710695541e-5	Human transcriptome
ABCA6	Factor1	-6.088321523312084e-5	Human transcriptome
ABCA7	Factor1	-2.3232387534977245e-4	Human transcriptome
ABCA8	Factor1	-1.7194626007038867e-4	Human transcriptome
ABCA9	Factor1	-1.8348357701321445e-5	Human transcriptome
ABCB1	Factor1	6.289088252493478e-5	Human transcriptome
ABCB10	Factor1	0.020891170907948467	Human transcriptome
ABCB7	Factor1	1.0050215676485875e-4	Human transcriptome
ABCB8	Factor1	0.030287045172249054	Human transcriptome
ABCC1	Factor1	0.006329842346664085	Human transcriptome
ABCC10	Factor1	7.595375711637856e-6	Human transcriptome
ABCC3	Factor1	0.024142140937356314	Human transcriptome
ABCC4	Factor1	3.622121648835542e-5	Human transcriptome
ABCC5	Factor1	-0.05042734366199337	Human transcriptome
ABCD1	Factor1	8.10256925567892e-4	Human transcriptome
ABCD3	Factor1	0.03310357756168194	Human transcriptome
ABCD4	Factor1	-2.2465729850018203e-5	Human transcriptome
ABCE1	Factor1	0.04849395443081	Human transcriptome
ABCF1	Factor1	0.031921717955884645	Human transcriptome
ABCF2	Factor1	1.6031993831451216e-5	Human transcriptome
ABCF3	Factor1	2.0516495352000085e-5	Human transcriptome
ABCG1	Factor1	-1.653715503351683e-4	Human transcriptome
ABHD10	Factor1	2.1499759742335594e-5	Human transcriptome
ABHD11	Factor1	7.483379719025254e-6	Human transcriptome
ABHD12	Factor1	-0.003434408279751022	Human transcriptome
ABHD13	Factor1	-6.309392115699624e-5	Human transcriptome
ABHD14B	Factor1	1.0176917819542922e-4	Human transcriptome
ABHD15	Factor1	-4.286076297667866e-6	Human transcriptome
ABHD17A	Factor1	8.743513208558374e-5	Human transcriptome
ABHD17B	Factor1	0.013756977903097883	Human transcriptome
ABHD17C	Factor1	-9.072553713677643e-5	Human transcriptome
ABHD18	Factor1	-2.276782482957292e-5	Human transcriptome
ABHD2	Factor1	0.07085677772607321	Human transcriptome
ABHD3	Factor1	1.570922621953433e-4	Human transcriptome
ABHD4	Factor1	0.04858011782263313	Human transcriptome
ABHD5	Factor1	-0.07501230197352876	Human transcriptome
ABHD6	Factor1	0.004927776131481372	Human transcriptome
ABHD8	Factor1	1.620904593710687e-5	Human transcriptome
ABI1	Factor1	0.0357735675810562	Human transcriptome
ABI2	Factor1	-6.581209646953693e-5	Human transcriptome
ABI3BP	Factor1	-8.047579143173629e-4	Human transcriptome
ABL1	Factor1	0.04551911145714098	Human transcriptome
ABL2	Factor1	0.07698501349576115	Human transcriptome
ABLIM1	Factor1	0.04539073518261769	Human transcriptome
ABLIM3	Factor1	-0.0033147602965299607	Human transcriptome
ABR	Factor1	-0.008144668624719978	Human transcriptome
ABRACL	Factor1	6.78263471359144e-5	Human transcriptome
ABT1	Factor1	0.017090985364841115	Human transcriptome
ABTB1	Factor1	-1.6061185385698326e-5	Human transcriptome
ABTB2	Factor1	0.03800269504176084	Human transcriptome
AC000123.2	Factor1	2.3631731486794286e-4	Human transcriptome
AC005154.6	Factor1	-4.184355509413549e-4	Human transcriptome
AC007879.7	Factor1	0.0015863985222515783	Human transcriptome
AC009120.6	Factor1	4.7545239980893576e-5	Human transcriptome
AC009404.2	Factor1	8.024823866398577e-5	Human transcriptome
AC009948.5	Factor1	0.012265156292937295	Human transcriptome
AC013461.1	Factor1	0.0013399580842030031	Human transcriptome
AC024560.3	Factor1	-3.930883709502676e-6	Human transcriptome
AC025171.1	Factor1	2.9096522733662333e-5	Human transcriptome
AC025335.1	Factor1	0.0021264038815314848	Human transcriptome
AC074212.5	Factor1	-2.381953597154926e-5	Human transcriptome
AC091729.9	Factor1	2.4653889604232384e-5	Human transcriptome
AC093323.3	Factor1	2.5568579359151328e-5	Human transcriptome
AC093838.4	Factor1	1.19831702496659e-4	Human transcriptome
AC137932.5	Factor1	5.656899705054647e-5	Human transcriptome
AC144831.1	Factor1	0.010717952541923571	Human transcriptome
ACAA1	Factor1	-6.545609850818199e-5	Human transcriptome
ACAA2	Factor1	2.2699163044150858e-4	Human transcriptome
ACACA	Factor1	0.0899816818717126	Human transcriptome
ACACB	Factor1	-4.652439722473178e-6	Human transcriptome
ACAD10	Factor1	-8.48227688062947e-6	Human transcriptome
ACAD8	Factor1	6.153439027329384e-5	Human transcriptome
ACAD9	Factor1	7.655309200341183e-5	Human transcriptome
ACADM	Factor1	4.996788606322022e-4	Human transcriptome
ACADS	Factor1	2.670184299976846e-5	Human transcriptome
ACADSB	Factor1	5.403598650129728e-5	Human transcriptome
ACADVL	Factor1	0.142040339456206	Human transcriptome
ACAP1	Factor1	2.051397186465465e-4	Human transcriptome
ACAP2	Factor1	-0.003152995186956833	Human transcriptome
ACAP3	Factor1	-0.0028049046594397042	Human transcriptome
ACAT1	Factor1	-2.8379881271446887e-5	Human transcriptome
ACAT2	Factor1	0.023980775207993053	Human transcriptome
ACBD3	Factor1	0.07417333706382774	Human transcriptome
ACBD4	Factor1	1.3470680417930517e-5	Human transcriptome
ACBD5	Factor1	-2.1040446754762763e-5	Human transcriptome
ACBD6	Factor1	-2.742886646479002e-5	Human transcriptome
